STAID,STANAME,DRAIN_SQKM,STOR_NID_2009_MM3,RUNAVE7100_MM3,STO_RATIO,ROADS_KM_SQ_KM,RD_STR_INTERS,IMPNLCD06,NLCD01_06_DEV
03203600,"GUYANDOTTE RIVER AT LOGAN, WV",2158.022,284.11,1074.368016,0.26,1.384,0.796,1.168,0.008
03204000,"GUYANDOTTE RIVER AT BRANCHLAND, WV",3171.024,294.28,1548.444632,0.19,1.446,0.936,1.336,0.007
03204500,"MUD RIVER NEAR MILTON, WV",659.1996,31.44,301.4436712,0.10,1.543,1.164,0.935,0.000
03205470,Symmes Creek at Aid OH,778.3686,9.66,310.8793291,0.03,1.344,0.634,0.976,0.027
03206600,"EAST FORK TWELVEPOLE CREEK NEAR DUNLOW, WV",99.585,0.00,45.60841631,0.00,1.025,0.734,0.526,0.000
03207020,"TWELVEPOLE CREEK BELOW WAYNE, WV",777.6279,139.28,355.9870881,0.39,1.457,0.847,0.834,0.004
03207500,"LEVISA FORK NEAR GRUNDY, VA",618.1218,12.11,280.6972068,0.04,1.748,1.324,1.546,0.000
03207800,"LEVISA FORK AT BIG ROCK, VA",768.5802,13.11,348.9736092,0.04,1.688,1.374,1.508,0.000
03207965,"GRAPEVINE CREEK NEAR PHYLLIS, KY",16.7481,0.00,7.580287199,0.00,1.994,2.686,1.178,0.000
03208000,"LEVISA FORK BELOW FISHTRAP DAM, KY",1017.562,215.76,461.9167751,0.47,1.638,1.460,1.391,0.000
03208500,"RUSSELL FORK AT HAYSI, VA",740.8935,0.00,336.6362974,0.00,1.773,0.895,1.316,0.000
03208700,"N F POUND RIVER AT POUND, VA",47.7,13.92,21.76387389,0.64,0.945,0.469,0.341,0.000
03208900,"POUND RIVER NEAR GEORGES FORK, VA",208.0071,14.71,94.68445751,0.16,1.638,1.044,1.133,0.000
03208950,"CRANES NEST RIVER NEAR CLINTWOOD, VA",171.9225,6.45,78.13241512,0.08,1.707,0.731,1.349,0.022
03209000,"POUND RIVER BELOW FLANNAGAN DAM NEAR HAYSI, VA",572.2452,200.98,260.1309369,0.77,1.743,0.850,1.302,0.007
03209200,"RUSSELL FORK AT BARTLICK, VA",1362.505,200.98,619.315339,0.32,1.746,0.875,1.296,0.003
03209300,"RUSSELL FORK AT ELKHORN CITY, KY",1434.002,201.26,651.6483665,0.31,1.716,0.871,1.267,0.003
03209500,"LEVISA FORK AT PIKEVILLE, KY",3191.611,440.04,1448.274239,0.30,1.725,1.398,1.397,0.008
03210000,"JOHNS CREEK NEAR META, KY",146.1393,23.96,62.89245069,0.38,1.120,1.598,1.248,0.000
03211500,"JOHNS CREEK NEAR VAN LEAR, KY",534.3858,146.73,229.8708613,0.64,1.085,1.185,1.058,0.000
03212000,"PAINT CREEK AT STAFFORDSVILLE, KY",267.2379,90.67,115.0889145,0.79,1.461,1.234,0.587,0.000
03212500,"LEVISA FORK AT PAINTSVILLE, KY",5553.363,702.95,2464.585831,0.29,1.664,1.486,1.573,0.042
03212750,"TUG FORK AT WELCH, W. VA.",450.7983,8.74,196.899411,0.04,1.596,1.068,1.753,0.000
03212980,"DRY FORK AT BEARTOWN, W. VA.",542.3211,12.30,236.6856858,0.05,1.408,0.995,1.233,0.000
03213000,"TUG FORK AT LITWAR, WV",1304.199,21.21,569.4804496,0.04,1.558,1.061,1.473,0.000
03213500,"PANTHER CREEK NEAR PANTHER, WV",80.3709,0.00,35.05157391,0.00,1.544,0.843,0.714,0.000
03213700,"TUG FORK AT WILLIAMSON, WV",2425.06,61.54,1058.576521,0.06,1.436,1.125,1.384,0.000
03214000,"TUG FORK NEAR KERMIT, WV",3077.239,99.25,1343.186205,0.07,1.397,1.171,1.482,0.000
03214500,"TUG FORK AT KERMIT, WV",3309.055,116.94,1444.246651,0.08,1.367,1.142,1.450,0.000
03215000,"BIG SANDY R AT LOUISA, KY",10087.42,823.73,4439.42714,0.19,1.562,1.330,1.538,0.027
03215500,"BLAINE CREEK AT YATESVILLE, KY",562.6251,102.71,231.4177746,0.44,1.444,0.970,0.753,0.064
03216350,"LITTLE SANDY RIVER BELOW GRAYSON DAM NEAR LEON, KY",507.3714,146.82,216.7960954,0.68,1.451,0.577,0.863,0.144
03216500,"LITTLE SANDY RIVER AT GRAYSON, KY",1036.77,146.95,442.8848167,0.33,1.545,0.738,0.992,0.077
03216800,"TYGARTS CREEK AT OLIVE HILL, KY",154.6218,0.28,71.24834931,0.00,2.343,1.472,1.948,0.013
03217000,"TYGARTS CREEK NEAR GREENUP, KY",625.7565,0.74,288.2003535,0.00,1.765,0.943,1.552,0.026
03218000,Little Scioto River above Marion OH,186.8877,0.00,60.72536429,0.00,1.469,0.558,2.391,0.198
03219500,Scioto River near Prospect OH,1469.508,1.26,477.5086893,0.00,1.397,0.578,1.882,0.077
03220000,Mill Creek near Bellepoint OH,463.9194,1.19,150.7808566,0.01,1.565,0.657,2.443,0.246
03221000,Scioto River below O Shaughnessy Dam nr Dublin OH,2549.06,43.51,828.3695576,0.05,1.434,0.609,1.932,0.133
03223000,Olentangy River at Claridon OH,409.9518,2.63,133.2780769,0.02,1.720,0.775,2.087,0.206
03223425,Whetstone Creek at Mt Gilead OH,98.2692,9.26,32.03610314,0.29,1.820,0.664,0.938,0.000
03224500,Whetstone Creek near Ashley OH,255.5856,9.45,83.16517729,0.11,1.745,0.738,1.608,0.024
03225500,Olentangy River near Delaware OH,1019.562,174.83,331.494985,0.53,1.718,0.739,2.393,0.114
03226800,Olentangy River near Worthington OH,1278.311,182.30,415.5883656,0.44,1.936,0.813,3.992,0.722
03227500,Scioto River at Columbus OH,4205.12,248.24,1366.714882,0.18,2.111,0.769,5.568,0.439
03228300,Big Walnut Creek at Sunbury OH,262.8486,0.27,85.86488359,0.00,1.379,0.798,0.668,0.342
03228500,Big Walnut Creek at Central College OH,490.9968,179.19,160.0971171,1.12,1.470,0.797,1.274,0.269
03228750,Alum Creek near Kilbourne OH,169.9686,0.29,55.239795,0.01,1.451,0.685,1.087,0.000
03228805,Alum Creek at Africa OH,325.5012,166.70,105.78789,1.58,1.437,0.642,1.556,0.318
03229000,Alum Creek at Columbus OH,502.2729,172.74,163.2386925,1.06,3.527,1.071,12.686,1.482
03229500,Big Walnut Creek at Rees OH,1424.002,352.30,463.4873038,0.76,3.194,1.073,11.606,1.792
03229610,Scioto River near Commercial Point OH,5879.026,600.90,1911.427735,0.31,2.450,0.871,7.597,0.924
03229796,Walnut Creek at Ashville OH,704.7171,0.71,230.1174057,0.00,1.848,0.817,3.401,1.067
03230450,Hellbranch Run near Harrisburg OH,96.9939,0.00,31.5230175,0.00,2.322,0.791,7.029,1.258
03230500,Big Darby Creek at Darbyville OH,1376.946,2.49,447.9205338,0.01,1.358,0.603,1.684,0.079
03230800,Deer Creek at Mount Sterling OH,594.3465,11.81,203.8736874,0.06,1.249,0.556,1.552,0.073
03230900,Deer Creek near Pancoastburg OH,719.7786,138.25,247.0511204,0.56,1.205,0.538,1.402,0.066
03231000,Deer Creek at Williamsport OH,862.2972,138.60,295.8999573,0.47,1.181,0.552,1.256,0.079
03231500,Scioto River at Chillicothe OH,9971.048,747.53,3273.39136,0.23,2.031,0.766,5.319,0.676
03232000,Paint Creek near Greenfield OH,646.6392,1.76,249.0259937,0.01,1.386,0.535,1.478,0.343
03232470,Paint Creek near Bainbridge OH,1474.53,180.88,568.0367308,0.32,1.436,0.602,1.174,0.226
03232500,Rocky Fork near Barretts Mills OH,363.2454,110.43,140.2718244,0.79,1.817,0.637,1.668,0.277
03234000,Paint Creek near Bourneville OH,2090.467,291.35,805.8777461,0.36,1.502,0.619,1.222,0.213
03234300,Paint Creek at Chillicothe OH,2944.457,292.04,1133.481383,0.26,1.478,0.618,1.154,0.190
03234500,Scioto River at Higby OH,13284.22,1045.80,4533.950781,0.23,1.900,0.734,4.304,0.559
03235500,TAR HOLLOW C AT TAR HOLLOW STATE PARK OH,3.5604,0.00,1.2212172,0.00,1.342,0.411,0.034,0.000
03237020,Scioto River at Piketon OH,14909.09,1058.59,5092.724489,0.21,1.845,0.734,3.915,0.504
03237255,"KINNICONICK CREEK BELOW TRACE CREEK AT TANNERY, KY",553.9033,0.00,247.7246654,0.00,0.927,0.727,0.586,0.012
03237280,Upper Twin Creek at McGaw OH,32.9542,0.00,14.70142555,0.00,1.063,0.530,0.236,0.000
03237500,Ohio Brush Creek near West Union OH,1003.208,1.91,447.1497694,0.00,1.534,0.588,0.755,0.022
03238140,"TAYLOR CREEK AT DONNERMEYER DRIVE AT BELLEVUE, KY",10.6011,0.00,4.392028309,0.00,8.894,2.639,26.125,0.238
03238500,White Oak Creek near Georgetown OH,568.5038,5.02,253.5149461,0.02,1.619,0.716,1.369,0.221
03238745,"TWELVEMILE CREEK AT HIGHWAY 1997 NR ALEXANDRIA, KY",101.2374,0.03,45.31920557,0.00,2.052,1.248,1.824,0.079
03238772,"FOURMILE CREEK AT POPLAR RIDGE RD NR ALEXANDRIA,KY",7.3044,0.00,3.267443652,0.00,3.268,2.144,6.908,0.000
03240000,Little Miami River near Oldtown OH,332.3961,0.12,134.8529648,0.00,1.553,0.581,1.453,0.047
03241500,Massies Creek at Wilberforce OH,170.9145,0.15,69.88018793,0.00,1.211,0.647,0.696,0.078
03244000,Todd Fork near Roachester OH,563.0742,33.71,230.2932374,0.15,1.448,0.574,2.176,0.473
03244936,O'Bannon Creek near Loveland OH,138.0186,0.19,56.4496074,0.00,2.238,1.356,2.998,0.600
03245500,Little Miami River at Milford OH,3114.545,345.34,1270.626908,0.27,2.234,0.919,4.693,0.630
03247050,East Fork Little Miami River near Batavia OH,908.3745,369.76,371.922766,0.99,1.620,0.762,1.399,0.081
03247500,East Fork Little Miami River at Perintown OH,1233.359,377.83,504.8827835,0.75,1.796,0.876,1.927,0.217
03248300,"LICKING RIVER BELOW MASON FORK NR SALYERSVILLE, KY",276.9597,0.00,128.8514291,0.00,1.222,0.924,0.796,0.000
03248500,"LICKING RIVER NEAR SALYERSVILLE, KY",360.3546,0.00,167.6700044,0.00,1.396,1.087,0.826,0.115
03249500,"LICKING RIVER AT FARMERS, KY",2142.582,757.24,998.0451203,0.76,1.355,0.771,0.835,0.034
03249505,"LICKING RIVER AT HWY 60 AT FARMERS, KY",2150.748,757.24,1002.08124,0.76,1.357,0.766,0.849,0.034
03250000,"TRIPLETT CREEK AT MOREHEAD, KY",123.1254,0.52,57.36695574,0.01,1.563,0.976,1.713,0.016
03250100,"NORTH FORK TRIPLETT CREEK NEAR MOREHEAD, KY",219.4956,0.36,102.2541105,0.00,1.152,0.767,1.243,0.095
03250190,"SLATE CREEK AT HIGHWAY 713 NR MT. STERLING, KY",218.421,4.93,102.0728512,0.05,1.403,0.719,1.625,0.066
03250310,"ROCK LICK CR AB UNNAMED TRIB NR SHARKEY, KY STAT A",4.346119,0.00,2.025291454,0.00,1.047,0.000,0.734,0.145
03250322,"ROCK LICK CR AT STATE HWY 158 NR SHARKEY, KY STA D",10.917,0.00,5.087322,0.00,1.338,0.129,2.058,0.206
03250500,"LICKING RIVER AT BLUE LICK SPRINGS, KY",4622.375,772.56,2153.893626,0.36,1.412,0.714,1.079,0.102
03251000,"NORTH FORK LICKING RIVER NEAR LEWISBURG, KY",324.5778,0.06,151.1378349,0.00,1.361,0.640,0.829,0.054
03251200,"NORTH FORK LICKING RIVER NEAR MT OLIVET, KY",582.6825,0.21,271.3631065,0.00,1.338,0.490,0.666,0.040
03251500,"LICKING RIVER AT MCKINNEYSBURG, KY",6023.029,773.13,2806.337006,0.28,1.380,0.655,0.947,0.084
03252000,"STONER CREEK AT PARIS, KY",618.516,1.48,278.1448515,0.01,1.671,0.540,2.278,0.300
03252300,"HINKSTON CREEK NEAR CARLISLE, KY",399.6846,0.00,179.2760893,0.00,1.718,0.720,1.630,0.414
03252500,"SOUTH FORK LICKING RIVER AT CYNTHIANA, KY",1609.306,5.10,722.5912684,0.01,1.665,0.595,1.635,0.253
03253500,"LICKING RIVER AT CATAWBA, KY",8545.612,837.82,3940.779064,0.21,1.442,0.630,1.056,0.112
03254480,"CRUISES CREEK AT HWY 17 NR PINER, KY",46.5831,0.44,21.63694158,0.02,1.323,0.232,1.307,0.012
03254550,"BANKLICK CREEK @ HIGHWAY 1829 NR ERLANGER, KY",56.8728,0.13,26.35446878,0.01,2.138,0.681,6.218,4.122
03255500,Mill Creek at Reading OH,201.8808,1.98,81.1979113,0.02,5.192,1.723,28.801,2.708
03257500,West Fork Mill Creek at Woodlawn OH,83.9943,15.19,33.62906667,0.45,6.720,1.667,21.605,0.371
03259000,Mill Creek at Carthage OH,309.9726,17.19,124.6354879,0.14,5.771,1.759,26.678,1.889
03260015,"PLEASANT RUN CREEK AT OAK STREET NEAR LUDLOW, KY",16.3458,0.02,6.735044972,0.00,6.443,1.741,18.541,1.778
03260050,"DRY CREEK AT SEWAGE PLANT NEAR ERLANGER, KY",30.5964,0.30,12.67766729,0.02,6.412,1.880,27.630,1.371
03260100,"ELIJAHS CREEK @ ELIJAHS CREEK RD NR HEBRON, KY",9.7173,0.16,3.9549411,0.04,3.584,2.187,30.898,8.873
03260700,Bokengehalas Creek near De Graff OH,93.19231,0.00,31.6853854,0.00,2.903,1.110,5.592,0.106
03260706,Bokengehalas Creek at De Graff OH,103.0707,0.00,35.044038,0.00,2.816,1.096,5.198,0.096
03261500,Great Miami River at Sidney OH,1403.33,92.45,476.7631242,0.19,1.711,0.728,1.472,0.079
03261950,Loramie Creek near Newport OH,394.6005,15.91,133.4539286,0.12,1.786,0.780,1.634,0.042
03262000,Loramie Creek at Lockington OH,666.9864,219.80,226.0651022,0.97,1.756,0.775,1.594,0.134
03262001,"WOOLPER CREEK AT WOOLPER ROAD NEAR BURLINGTON, KY",62.6679,0.00,25.5058353,0.00,2.484,1.134,4.526,1.245
03262700,Great Miami River at Troy OH,2397.625,314.13,814.0819201,0.39,1.810,0.755,2.046,0.177
03263000,Great Miami River at Taylorsville OH,2975.009,314.35,1010.392489,0.31,1.820,0.766,2.306,0.291
03264000,Greenville Creek near Bradford OH,499.5207,0.07,170.1610771,0.00,1.840,0.736,1.778,0.103
03265000,Stillwater River at Pleasant Hill OH,1301.006,0.37,442.6600059,0.00,1.706,0.756,1.418,0.078
03266000,Stillwater River at Englewood OH,1671.081,509.85,568.4051677,0.90,1.729,0.763,1.638,0.127
03266500,Mad River at Zanesfield OH,19.0107,0.50,6.420033157,0.08,1.406,0.796,1.121,0.000
03266560,Mad River at West Liberty OH - 03266560,93.636,0.75,31.73405503,0.02,1.767,0.759,1.141,0.024
03267000,Mad River near Urbana OH,421.1667,0.75,143.0144392,0.01,1.533,0.697,0.576,0.016
03267900,Mad River at St Paris Pike at Eagle City OH,802.4327,1.38,272.6190472,0.01,1.740,0.749,1.584,0.086
03269500,Mad River near Springfield OH,1265.576,84.16,430.8148527,0.20,2.035,0.789,2.963,0.162
03270000,Mad River near Dayton OH,1639.624,450.80,558.2537688,0.81,2.197,0.825,3.731,0.376
03270500,Great Miami River at Dayton OH,6484.979,1751.55,2205.085464,0.79,2.031,0.797,3.179,0.307
03270800,Wolf Creek at Trotwood OH,59.76,0.00,21.13255231,0.00,2.621,1.068,4.658,1.044
03271000,Wolf Creek at Dayton OH,180.054,0.07,63.66421354,0.00,3.920,1.379,10.335,2.264
03271300,Holes Creek near Kettering OH,51.9282,0.05,18.48972106,0.00,6.615,1.981,26.508,2.042
03271500,Great Miami River at Miamisburg OH,7007.874,1753.32,2390.169278,0.73,2.235,0.839,4.117,0.387
03271601,Great Miami River below Miamisburg OH,7019.35,1753.63,2394.232197,0.73,2.237,0.839,4.137,0.391
03271800,Twin Creek near Ingomar OH,522.2061,0.10,184.4964595,0.00,1.592,0.728,0.987,0.047
03272000,Twin Creek near Germantown OH,720.9459,175.25,254.8503384,0.69,1.554,0.713,0.893,0.034
03272700,Sevenmile Creek at Camden OH,177.4503,0.82,62.9500503,0.01,1.840,0.928,2.405,0.573
03274000,Great Miami River at Hamilton OH,9403.646,1976.06,3238.884627,0.61,2.220,0.845,4.210,0.431
03274166,Indian Creek at Millville OH,241.9812,0.23,85.86255217,0.00,1.539,0.735,0.849,0.000
03274650,"WHITEWATER RIVER NEAR ECONOMY, IND",26.7885,0.14,10.29452052,0.01,1.654,0.575,0.686,0.000
03274750,"WHITEWATER RIVER NEAR HAGERSTOWN, IND",153.7047,0.34,59.36413664,0.01,1.962,0.894,1.021,0.000
03274950,"LITTLE WILLIAMS CREEK AT CONNERSVILLE, IND",23.7654,0.00,9.1972098,0.00,1.554,1.031,0.630,0.000
03275000,"WHITEWATER RIVER NEAR ALPINE, IN",1368.839,0.82,529.4611761,0.00,1.749,0.734,1.175,0.005
03275500,"EAST FORK WHITEWATER RIVER AT RICHMOND, IND",313.3206,14.96,120.8963201,0.12,2.266,0.926,3.345,0.172
03275600,"EAST FORK WHITEWATER RIVER AT ABINGTON, IND.",520.2549,15.14,200.9203093,0.08,2.222,0.825,3.712,0.194
03276000,"EAST FORK WHITEWATER RIVER AT BROOKVILLE, IND",987.1812,469.20,381.4818606,1.23,1.924,0.721,2.275,0.102
03276500,"WHITEWATER RIVER AT BROOKVILLE, IND",3172.92,479.65,1227.26039,0.39,1.769,0.703,1.383,0.034
03276700,"SOUTH HOGAN CREEK NEAR DILLSBORO, IND.",98.56886,0.30,40.11752602,0.01,1.762,0.415,1.139,0.000
03277000,"LAUGHERY CREEK NEAR FARMERS RETREAT, IND.",642.0924,12.92,261.5206388,0.05,1.749,0.527,1.058,0.021
03277075,"GUNPOWDER CR AT CAMP ERNST RD NR UNION, KY",95.5251,0.00,38.91683977,0.00,3.813,1.310,18.911,4.461
03277130,"MUD LICK CR AT HWY 42 NR BEAVERLICK, KY",94.2228,0.36,38.50051022,0.01,2.328,0.876,3.980,0.889
03277300,"NORTH FORK KENTUCKY RIVER AT WHITESBURG, KY",172.4607,1.44,79.88577954,0.02,2.148,2.792,1.917,0.000
03277450,"CARR FORK NEAR SASSAFRAS, KY",156.8241,58.81,72.58924958,0.81,1.446,1.732,1.207,0.000
03277500,"NORTH FORK KENTUCKY RIVER AT HAZARD, KY",1206.04,119.24,559.0769678,0.21,1.739,1.735,1.390,0.009
03278500,"TROUBLESOME CREEK AT NOBLE, KY",457.5222,0.27,211.7976866,0.00,1.512,1.453,1.199,0.010
03280000,"NORTH FORK KENTUCKY RIVER AT JACKSON, KY",2850.685,129.54,1320.762555,0.10,1.595,1.320,1.356,0.061
03280600,"MIDDLE FORK KENTUCKY RIVER NEAR HYDEN, KY",524.9997,35.66,273.4640487,0.13,1.184,1.029,0.524,0.000
03280700,"CUTSHIN CREEK AT WOOTON, KY",158.2227,0.47,82.17955713,0.01,1.669,1.436,0.659,0.000
03280900,"MIDDLE FORK KENTUCKY RIVER AT BUCKHORN, KY",1087.783,243.26,565.7671425,0.43,1.356,1.027,0.641,0.000
03281000,"MIDDLE FORK KENTUCKY RIVER AT TALLEGA, KY",1392.92,243.26,724.2488933,0.34,1.323,0.961,0.633,0.000
03281040,"RED BIRD RIVER NEAR BIG CREEK, KY",400.8708,2.23,213.0325645,0.01,0.940,0.945,0.498,0.000
03281100,"GOOSE CREEK AT MANCHESTER, KY",422.7237,0.00,225.2645984,0.00,1.230,1.076,1.149,0.000
03281500,"SOUTH FORK KENTUCKY RIVER AT BOONEVILLE, KY",1838.22,3.74,977.5854326,0.00,1.226,0.939,0.922,0.015
03282000,"KENTUCKY RIVER AT LOCK 14 AT HEIDELBERG, KY",6883.035,379.13,3406.051974,0.11,1.448,1.063,1.094,0.030
03282040,"STURGEON CREEK AT CRESSMONT, KY",201.3651,0.00,102.7033495,0.00,1.676,0.826,1.153,0.000
03282060,"KENTUCKY RIVER AT LOCK 13 NEAR WILLOW, KY",7212.22,394.01,3573.818727,0.11,1.455,1.045,1.091,0.029
03282120,"KENTUCKY RIVER AT LOCK 12 NEAR IRVINE, KY",7552.973,394.90,3747.27009,0.11,1.462,1.030,1.081,0.027
03282290,"KENTUCKY RIVER AT LOCK 11 NEAR COLLEGE HILL, KY",8339.712,438.23,4148.171081,0.11,1.471,0.996,1.103,0.026
03282500,"RED RIVER NEAR HAZEL GREEN, KY",170.7759,0.00,86.67179198,0.00,1.320,0.874,1.250,0.000
03283500,"RED RIVER AT CLAY CITY, KY",938.1978,4.10,476.7339537,0.01,1.499,0.687,1.471,0.005
03284000,"KENTUCKY RIVER AT LOCK 10 NEAR WINCHESTER, KY",10245.05,446.91,5124.751249,0.09,1.509,0.938,1.223,0.055
03284230,"KENTUCKY RIVER AT LOCK 9 AT VALLEY VIEW, KY",10622.83,468.08,5321.912481,0.09,1.516,0.928,1.251,0.079
03284500,"KENTUCKY RIVER AT LOCK 8 NEAR CAMP NELSON, KY",11434.88,494.64,5745.828233,0.09,1.549,0.949,1.292,0.117
03284520,"EAST HICKMAN CR AT ANDOVER VILLAGE NR CADENTOWN,KY",4.0563,0.00,2.1173886,0.00,5.091,1.731,17.411,11.626
03284530,"EAST HICKMAN CR AT DELONG RD NR EAST HICKMAN, KY",39.0312,5.92,20.3742864,0.29,4.073,1.103,17.843,10.017
03284555,"WEST HICKMAN CR @ ASH GROVE PK NR EAST HICKMAN, KY",52.6968,3.62,27.5077296,0.13,7.401,1.678,26.450,3.513
03285000,"DIX RIVER NEAR DANVILLE, KY",822.3408,1.73,429.835727,0.00,1.637,0.622,0.720,0.043
03286500,"KENTUCKY RIVER AT LOCK 7 AT HIGHBRIDGE, KY",13045.5,813.64,6586.695127,0.12,1.616,0.916,1.491,0.184
03287000,"KENTUCKY RIVER AT LOCK 6 NEAR SALVISA, KY",13215.26,813.64,6674.972322,0.12,1.611,0.911,1.475,0.181
03287250,"KENTUCKY RIVER AT LOCK 5 NEAR TYRONE, KY",13538.25,855.19,6843.421562,0.12,1.610,0.903,1.465,0.185
03287500,"KENTUCKY RIVER AT LOCK 4 AT FRANKFORT, KY",13742.57,855.49,6950.018932,0.12,1.622,0.900,1.512,0.187
03287580,"N ELKHORN CR AT MAN O WAR BLVD NR CADENTOWN, KY",5.5854,0.16,2.9155788,0.05,1.677,0.000,11.668,24.202
03287600,"N ELKHORN CR AT BRYAN STATION RD AT MONTROSE, KY",55.5714,0.16,29.0082708,0.01,3.273,0.765,14.864,5.824
03288000,"NORTH ELKHORN CREEK NEAR GEORGETOWN, KY",309.0195,0.25,161.0248699,0.00,1.382,0.448,3.371,1.049
03288100,"NORTH ELKHORN CREEK AT GEORGETOWN, KY",380.4579,0.62,198.3187024,0.00,1.554,0.493,4.833,1.377
03288200,"CANE RUN AT BEREA ROAD NEAR DONERAIL, KY",52.0326,0.00,27.1610172,0.00,3.875,0.621,17.962,3.575
03288500,"CAVE CREEK NEAR FORT SPRING, KY",6.0012,0.00,3.1326264,0.00,5.535,1.254,23.162,3.584
03289000,"SOUTH ELKHORN CREEK AT FORT SPRING, KY",61.767,0.04,32.242374,0.00,4.368,0.899,14.450,3.207
03289193,"WOLF RUN AT OLD FRANKFORT PIKE AT LEXINGTON, KY",25.5114,0.07,13.3169508,0.01,8.209,2.414,30.517,1.644
03289200,"TOWN BRANCH AT YARNALLTON ROAD AT YARNALLTON, KY",78.5313,0.07,40.9933386,0.00,6.069,1.169,27.571,4.382
03289300,"SOUTH ELKHORN CREEK NEAR MIDWAY, KY",267.534,0.20,139.652748,0.00,3.534,0.767,12.104,2.124
03289500,"ELKHORN CREEK NEAR FRANKFORT, KY",1221.268,3.28,637.2227141,0.01,2.278,0.590,6.036,1.253
03290000,"FLAT CREEK NEAR FRANKFORT, KY",14.7465,0.00,7.697673,0.00,1.425,0.493,0.589,0.000
03290500,"KENTUCKY RIVER AT LOCK 2 AT LOCKPORT, KY",16007.57,943.68,8131.640663,0.12,1.657,0.862,1.829,0.263
03291000,"EAGLE CREEK AT SADIEVILLE, KY",110.9772,1.58,57.76792742,0.03,1.492,0.836,0.475,0.002
03291500,"EAGLE CREEK AT GLENCOE, KY",1132.828,17.68,590.4871614,0.03,1.541,0.379,0.871,0.020
03291780,"INDIAN-KENTUCK CREEK NR CANAAN, IND.",71.4105,0.16,30.9905217,0.01,1.490,0.602,0.285,0.000
03292460,"HARRODS CREEK NEAR LA GRANGE, KY",62.1504,0.36,27.05524998,0.01,1.771,0.497,0.972,0.000
03292470,"HARRODS CREEK AT HIGHWAY 329 NR GOSHEN, KY.",181.9062,1.53,79.23619423,0.02,1.787,0.431,1.496,0.345
03292474,"GOOSE CREEK AT OLD WESTPORT RD NR ST MATTHEWS, KY",17.1648,0.05,7.477107034,0.01,6.320,0.845,11.719,1.531
03292475,"GOOSE CREEK AT US HWY 42 NEAR GLENVIEW ACRES, KY",27.4752,0.05,11.967502,0.00,6.574,0.761,12.049,1.382
03292480,"LITTLE GOOSE CREEK NEAR HARRODS CREEK, KY",14.9391,0.00,6.4985085,0.00,6.972,1.076,21.048,4.820
03292500,"SOUTH FORK BEARGRASS CREEK AT LOUISVILLE, KY",45.3042,0.00,19.86788508,0.00,8.608,2.032,34.203,3.030
03292550,"S FK BEARGRASS CR AT WINTER AVE AT LOUISVILLE, KY",58.9806,0.00,25.81849814,0.00,8.704,1.794,32.412,3.058
03293000,"M FK BEARGRASS CR AT OLD CANNONS LN AT LOUISVILLE,",48.7755,0.00,21.30179728,0.00,8.613,2.231,25.320,1.871
03293500,"M FK BEARGRASS CR AT LEXINGTON RD AT LOUISVILLE,KY",65.5623,0.00,28.58757549,0.00,8.798,2.246,23.552,1.915
03293510,"BEARGRASS CREEK AT RIVER ROAD AT LOUISVILLE, KY",156.0996,0.00,68.12778161,0.00,8.948,2.062,27.811,2.213
03293530,"MUDDY FK AT MOCKINGBIRD VALLEY RD AT LOUISVILLE,KY",15.3738,0.00,6.687603,0.00,7.741,1.826,9.437,1.745
03294000,"SILVER CREEK NEAR SELLERSBURG, IND",489.3039,26.14,213.4145933,0.12,1.853,0.821,2.161,0.684
03294550,"MILL CREEK CUTOFF NEAR LOUISVILLE, KY",78.4512,0.00,34.17061262,0.00,8.751,2.147,38.681,1.007
03294570,"MILL CREEK AT ORELL ROAD NEAR LOUISVILLE, KY",36.855,0.31,16.07153675,0.02,6.044,1.444,23.264,4.882
03295000,"SALT RIVER NEAR HARRODSBURG, KY",107.3601,0.00,52.30866429,0.00,1.276,0.601,1.090,0.195
03295400,"SALT RIVER AT GLENSBORO, KY",445.9698,0.39,217.2865209,0.00,1.693,0.560,1.973,0.386
03295500,"SALT RIVER NEAR VAN BUREN, KY",506.8341,0.50,246.8872022,0.00,1.654,0.521,1.759,0.340
03295890,"BRASHEARS CREEK AT TAYLORSVILLE, KY",670.7052,13.42,326.1330193,0.04,1.671,0.483,1.741,0.408
